plot;abbr;layer;cover;voucher;comment;history
se30;salv glut;hl;1;;;
se30;sedu albu;hl;+;;;
se30;sene ovat ovat;hl;+;;;
se30;teuc cham;hl;+;;;
se30;vinc hiru;hl;1;;;
se30;clem vita;sl;+;;;
se30;cory avel;sl;2b;;;
se30;pice abie;sl;1;;;
se30;sorb aria;sl;+;;;
se30;acer pseu;tl1;3;;;
se30;frax exce;tl1;2b;;;
se30;acer pseu;tl2;1;;;
se30;pice abie;tl2;2b;;;
se30;sorb aria;tl2;2b;2014-0362;;
se31;acer pseu;hl;+;;;
se31;achi clav;hl;r;;;
se31;arab aren;hl;+;;;
se31;aspl ruta;hl;+;;;
se31;aspl tric quad;hl;+;;;
se31;buph sali;hl;+;;;
se31;cala vari;hl;+;;;
se31;camp coch;hl;+;;;
se31;camp pers;hl;+;;;
se31;camp rotu aggr;hl;+;cf. C. Scheuchzeri;;
se31;card defl viri;hl;+;;;
se31;care humi;hl;3;;;
se31;cycl purp;hl;1;;;
se31;epip atro;hl;r;;;
se31;erys sylv;hl;+;;;
se31;euph cypa;hl;+;;;
se31;euph sali;hl;+;;;
se31;gali anis;hl;+;;;
se31;gali luci;hl;+;;;
se31;gali trun;hl;+;;;
se31;glob cord;hl;+;;;
se31;hell nige;hl;2a;;;
se31;hier bifi;hl;+;;;
se31;hier muro;hl;r;;;
se31;hipp como;hl;+;;;
se31;kern saxa;hl;r;;;
se31;knau arve slat fels;hl;+;;;
se31;meli cili;hl;+;;;
se31;moeh cili;hl;+;;;
se31;phyt orbi;hl;+;;;
se31;pice abie;hl;+;;;
se31;poly cham;hl;+;;;
se31;sene ovat ovat;hl;+;;;
se31;sesl caer;hl;1;;;
se31;teuc cham;hl;+;;;
se31;teuc mont;hl;+;;;
se31;vinc hiru;hl;+;;;
se31;pice abie;sl;+;;;
se31;sorb aria;sl;1;;;
se31;taxu bacc;sl;1;;;
se31;fagu sylv;tl1;2b;;;
se31;frax exce;tl1;2a;;;
se31;acer pseu;tl2;1;;;
se31;fagu sylv;tl2;3;;;
se31;pice abie;tl2;1;;;
se31;sorb aria;tl2;2a;;;
se32;acer pseu;hl;+;;;
se32;acon lyco vulp;hl;+;;;
se32;arab aren;hl;+;;;
se32;aspl ruta;hl;+;;;
se32;brac sylv;hl;+;;;
se32;buph sali;hl;+;;;
se32;cala vari;hl;+;;;
se32;card defl viri;hl;+;;;
se32;card impa;hl;+;;;
se32;care humi;hl;+;;;
se32;cirs eris;hl;+;;;
se32;clem vita;hl;+;;;
se32;clin alpi alpi;hl;r;;;
se32;cory avel;hl;+;;;
se32;cycl purp;hl;2a;;;
se32;erys sylv;hl;r;;;
se32;eupa cann;hl;1;;;
se32;euph amyg amyg;hl;2a;;;
se32;euph cypa;hl;+;;;
se32;fest pall;hl;r;;;
se32;gale flav;hl;+;cf.;;
se32;gali luci;hl;+;;;
se32;gali trun;hl;+;;;
se32;gera robe;hl;+;;;
se32;hell nige;hl;1;;;
se32;lact mura;hl;1;;;
se32;meli cili;hl;r;;;
se32;merc pere;hl;+;;;
se32;moeh musc;hl;1;;;
se32;orig vulg;hl;1;;;
se32;pice abie;hl;+;;;
se32;ranu nemo;hl;+;;;
se32;salv glut;hl;2b;;;
se32;sedu albu;hl;+;;;
se32;sene ovat ovat;hl;+;;;
se32;teuc cham;hl;+;;;
se32;urti dioi dioi;hl;+;;;
se32;verb chai aust;hl;+;;;
se32;vinc hiru;hl;1;;;
se32;cten moll slat;ml;+;;;
se32;pice abie;sl;+;;;
se32;acer pseu;tl1;2b;;;
se32;frax exce;tl1;3;;;
se32;pice abie;tl1;2a;;;
se32;acer pseu;tl2;2a;;;
se32;pice abie;tl2;1;;;
se33;arab aren;hl;+;;;
se33;asar euro cauc;hl;+;;;
se33;asar euro euro;hl;r;;;
se33;aspl ruta;hl;+;;;
se33;aspl tric quad;hl;+;;;
se33;brac sylv;hl;+;;;
se33;buph sali;hl;1;;;
se33;cala vari;hl;+;;;
se33;camp coch;hl;+;;;
se33;camp pers;hl;+;;;
se33;camp trac;hl;+;;;
se33;card defl viri;hl;2a;;;
se33;care digi;hl;+;;;
se33;clem vita;hl;+;;;
se33;clin alpi alpi;hl;+;;;
se33;clin vulg vulg;hl;+;;;
se33;cycl purp;hl;1;;;
se33;dian cart cart;hl;+;;;
se33;erys sylv;hl;+;;;
se33;eupa cann;hl;+;;;
se33;fest pall;hl;+;;;
se33;gale mont;hl;+;;;
se33;gali luci;hl;+;;;
se33;gera robe;hl;+;;;
se33;glob cord;hl;r;;;
se33;hede heli;hl;+;;;
se33;hell nige;hl;+;;;
se33;hipp como;hl;+;;;
se33;hipp emer emer;hl;+;;;
se33;hylo maxi;hl;+;;;
se33;inul cony;hl;+;;;
se33;lact mura;hl;+;;;
se33;meli cili;hl;1;;;
se33;moeh musc;hl;2a;;;
se33;orig vulg;hl;+;;;
se33;poa comp;hl;+;;;
se33;pote caul;hl;+;;;
se33;pulm offi;hl;+;;;
se33;salv glut;hl;2a;;;
se33;sedu albu;hl;+;;;
se33;sesl caer;hl;1;;;
se33;soli virg virg;hl;+;;;
se33;teuc mont;hl;+;;;
se33;vinc hiru;hl;1;;;
se33;amel oval;sl;1;;;
se33;berb vulg;sl;+;;;
se33;cory avel;sl;1;;;
se33;frax exce;sl;+;;;
se33;hede heli;sl;+;;;
se33;rham cath;sl;+;;;
se33;rosa pend;sl;+;;;
se33;samb nigr;sl;+;;;
se33;sorb aria;sl;+;;;
se33;tili plat;sl;2a;;;
se33;ulmu glab;sl;1;;;
se33;tili plat;tl1;2b;;;
se33;acer plat;tl2;1;;;
se33;frax exce;tl2;2b;;;
se33;sorb aria;tl2;2a;;;
se33;taxu bacc;tl2;2a;;;
se33;tili plat;tl2;1;;;
se33;ulmu glab;tl2;+;;;
