plot;abbr;layer;cov;comment;voucher;site;key;history
H6-05;drya octo;hl;3;;;H6;370;
H6-05;euph offi pict;hl;2;;;H6;425; | Changed euph pict To euph offi pict 2012-11-27 18:47:09
H6-05;gali anis;hl;2;;;H6;458;
H6-05;gent clus clus;hl;2;;;H6;475; | Changed gent clus To gent clus clus 2012-11-27 18:46:59
H6-05;gent vern vern;hl;2;;;H6;486;
H6-05;heli numm glab;hl;3;;;H6;515;
H6-05;homo alpi;hl;3;;;H6;571;
H6-05;hupe sela;hl;2;;;H6;578;
H6-05;lotu corn corn;hl;4;;;H6;658;
H6-05;lyco anno;hl;2;;;H6;672;
H6-05;mute adon;hl;3;;;H6;638; | Changed ligu muta To mute adon 2012-11-27 18:47:08
H6-05;phyt orbi;hl;3;;;H6;770;
H6-05;poa alpi;hl;2;;;H6;789;
H6-05;pote erec;hl;1;;;H6;837;
H6-05;ranu mont;hl;3;;;H6;876;
H6-05;rhod hirs;hl;3;;;H6;896;
H6-05;scab luci luci;hl;2;;;H6;964;
H6-05;sene abro abro;hl;3;;;H6;976; | Changed sene abro To sene abro abro 2012-11-27 18:47:07
H6-05;sesl caer;hl;3;;;H6;986; | Changed sesl albi To sesl caer 2012-11-27 18:46:58
H6-05;sold alpi;hl;3;;;H6;1000;
H6-05;thes alpi;hl;1;;;H6;1043;
H6-05;vacc myrt;hl;2;;;H6;1080;
H6-05;vero alpi;hl;2;;;H6;1095;
H6-05;viol bifl;hl;3;;;H6;1118;
H6-05;lari deci deci;sl;4;;;H6;615;
H6-06;alch spec ies;hl;2;;;H6;58; | Changed alch vulg To alch spec ies 2012-11-27 18:46:55
H6-06;anth vuln alpi;hl;3;;;H6;96; | Changed anth vuln alpe To anth vuln alpi 2012-11-27 18:47:00
H6-06;bart alpi;hl;2;;;H6;143;
H6-06;bell mich;hl;3;;;H6;129; | Changed aste bell To bell mich 2012-11-27 18:47:03
H6-06;bisc laev laev;hl;3;;;H6;151;
H6-06;camp sche;hl;3;;;H6;187;
H6-06;care ferr;hl;3;;;H6;220;
H6-06;care semp semp;hl;7;;;H6;249; | Changed care semp To care semp semp 2012-11-27 18:46:57
H6-06;clin alpi alpi;hl;2;;;H6;173; | Changed cala alpi To clin alpi alpi 2012-11-27 18:47:01
H6-06;euph offi pict;hl;2;;;H6;425; | Changed euph pict To euph offi pict 2012-11-27 18:47:09
H6-06;fest pumi;hl;3;;;H6;444; | Changed fest quad To fest pumi 2012-11-27 18:47:09
H6-06;gali anis;hl;2;;;H6;458;
H6-06;gent clus clus;hl;2;;;H6;475; | Changed gent clus To gent clus clus 2012-11-27 18:46:59
H6-06;gent vern vern;hl;2;;;H6;486;
H6-06;heli numm glab;hl;2;;;H6;515;
H6-06;hier vill;hl;2;;;H6;564;
H6-06;homo alpi;hl;3;;;H6;571;
H6-06;hupe sela;hl;2;;;H6;578;
H6-06;leuc hall;hl;2;;;H6;284;
H6-06;lotu corn corn;hl;3;;;H6;658;
H6-06;mute adon;hl;3;;;H6;638; | Changed ligu muta To mute adon 2012-11-27 18:47:08
H6-06;pers vivi;hl;3;;;H6;816; | Changed poly vivi To pers vivi 2012-11-27 18:46:56
H6-06;poa alpi;hl;2;;;H6;789;
H6-06;ranu mont;hl;3;;;H6;876;
H6-06;rhod cham;hl;3;;;H6;897;
H6-06;scab luci luci;hl;3;;;H6;964;
H6-06;sela sela;hl;3;;;H6;975;
H6-06;sene abro abro;hl;3;;;H6;976; | Changed sene abro To sene abro abro 2012-11-27 18:47:07
H6-06;sesl caer;hl;5;;;H6;986; | Changed sesl albi To sesl caer 2012-11-27 18:46:58
H6-06;sold alpi;hl;3;;;H6;1000;
H6-06;vacc myrt;hl;4;;;H6;1080;
H6-06;vale saxa;hl;2;;;H6;1086;
H6-06;vero aphy;hl;2;;;H6;1096;
H6-06;viol bifl;hl;3;;;H6;1118;
H6-06;pinu mugo;sl;4;;;H6;778;
H6-07;agro alpi;hl;2;;;H6;23;
H6-07;andr cham;hl;3;;;H6;75;
H6-07;anth vuln alpi;hl;3;;;H6;96; | Changed anth vuln alpe To anth vuln alpi 2012-11-27 18:47:00
H6-07;bart alpi;hl;3;;;H6;143;
H6-07;bell mich;hl;3;;;H6;129; | Changed aste bell To bell mich 2012-11-27 18:47:03
H6-07;bisc laev laev;hl;3;;;H6;151;
H6-07;briz medi;hl;3;;;H6;161;
H6-07;camp sche;hl;2;;;H6;187;
H6-07;care ferr;hl;3;;;H6;220;
H6-07;care firm;hl;2;;;H6;221;
H6-07;care semp semp;hl;1;;;H6;249; | Changed care semp To care semp semp 2012-11-27 18:46:57
H6-07;carl acau acau;hl;1;;;H6;253;
H6-07;crep alpe;hl;2;;;H6;314;
H6-07;euph offi pict;hl;2;;;H6;425; | Changed euph pict To euph offi pict 2012-11-27 18:47:09
H6-07;fest pumi;hl;3;;;H6;444; | Changed fest quad To fest pumi 2012-11-27 18:47:09
H6-07;gent aspe;hl;1;;;H6;1140;
H6-07;gent vern vern;hl;3;;;H6;486;
H6-07;heli numm glab;hl;3;;;H6;515;
H6-07;homo alpi;hl;2;;;H6;571;
H6-07;leon hisp hyos;hl;2;;;H6;631;
H6-07;leuc hall;hl;3;;;H6;284;
H6-07;linu cath;hl;1;;;H6;644; | Changed linu cart To linu cath 2012-11-27 18:47:01
H6-07;lotu corn corn;hl;1;;;H6;658;
H6-07;pedi rost tata;hl;2;;;H6;753; | Changed pedi roca To pedi rost tata 2012-11-27 18:47:09
H6-07;pers vivi;hl;3;;;H6;816; | Changed poly vivi To pers vivi 2012-11-27 18:46:56
H6-07;phyt orbi;hl;3;;;H6;770;
H6-07;ping alpi;hl;2;;;H6;775;
H6-07;pinu mugo;hl;1;;;H6;778;
H6-07;ranu alpe;hl;3;;;H6;869;
H6-07;ranu mont;hl;3;;;H6;876;
H6-07;sela sela;hl;3;;;H6;975;
H6-07;sene abro abro;hl;3;;;H6;976; | Changed sene abro To sene abro abro 2012-11-27 18:47:07
H6-07;sesl caer;hl;3;;;H6;986; | Changed sesl albi To sesl caer 2012-11-27 18:46:58
H6-07;sold alpi;hl;3;;;H6;1000;
H6-07;tofi caly;hl;2;;;H6;1051;
H6-07;vale saxa;hl;3;;;H6;1086;
H6-08;anth vuln alpi;hl;3;;;H6;96; | Changed anth vuln alpe To anth vuln alpi 2012-11-27 18:47:00
H6-08;bart alpi;hl;2;;;H6;143;
H6-08;bell mich;hl;3;;;H6;129; | Changed aste bell To bell mich 2012-11-27 18:47:03
H6-08;bisc laev laev;hl;3;;;H6;151;
H6-08;briz medi;hl;3;;;H6;161;
H6-08;camp sche;hl;3;;;H6;187;
H6-08;care ferr;hl;7;;;H6;220;
H6-08;care semp semp;hl;5;;;H6;249; | Changed care semp To care semp semp 2012-11-27 18:46:57
H6-08;crep aure aure;hl;2;;;H6;315; | Changed crep aure To crep aure aure 2012-11-27 18:47:04
H6-08;gent clus clus;hl;2;;;H6;475; | Changed gent clus To gent clus clus 2012-11-27 18:46:59
H6-08;gent vern vern;hl;3;;;H6;486;
H6-08;heli numm glab;hl;3;;;H6;515;
H6-08;homo alpi;hl;3;;;H6;571;
H6-08;leon hisp hyos;hl;4;;;H6;631;
H6-08;leuc hall;hl;2;;;H6;284;
H6-08;linu cath;hl;2;;;H6;644; | Changed linu cart To linu cath 2012-11-27 18:47:01
H6-08;mute adon;hl;3;;;H6;638; | Changed ligu muta To mute adon 2012-11-27 18:47:08
H6-08;pers vivi;hl;4;;;H6;816; | Changed poly vivi To pers vivi 2012-11-27 18:46:56
H6-08;ping alpi;hl;2;;;H6;775;
H6-08;ranu alpe;hl;3;;;H6;869;
H6-08;ranu mont;hl;3;;;H6;876;
H6-08;sali retu;hl;2;;;H6;936;
H6-08;sela sela;hl;3;;;H6;975;
H6-08;sesl caer;hl;5;;;H6;986; | Changed sesl albi To sesl caer 2012-11-27 18:46:58
H6-08;sold alpi;hl;3;;;H6;1000;
H6-08;viol bifl;hl;3;;;H6;1118;
H6-09;anth vuln alpi;hl;3;;;H6;96; | Changed anth vuln alpe To anth vuln alpi 2012-11-27 18:47:00
H6-09;bell mich;hl;3;;;H6;129; | Changed aste bell To bell mich 2012-11-27 18:47:03
H6-09;bisc laev laev;hl;2;;;H6;151;
H6-09;camp sche;hl;2;;;H6;187;
H6-09;care ferr;hl;3;;;H6;220;
H6-09;care orni elon;hl;2;;;H6;234;
H6-09;care semp semp;hl;8;;;H6;249; | Changed care semp To care semp semp 2012-11-27 18:46:57
H6-09;crep alpe;hl;3;;;H6;314;
H6-09;daph meze;hl;1;;;H6;345;
H6-09;drya octo;hl;2;;;H6;370;
H6-09;fest pumi;hl;2;;;H6;444; | Changed fest quad To fest pumi 2012-11-27 18:47:09
H6-09;gali anis;hl;2;;;H6;458;
H6-09;gent clus clus;hl;3;;;H6;475; | Changed gent clus To gent clus clus 2012-11-27 18:46:59
H6-09;gent vern vern;hl;2;;;H6;486;
H6-09;heli numm glab;hl;3;;;H6;515;
H6-09;hier vill;hl;2;;;H6;564;
H6-09;homo alpi;hl;3;;;H6;571;
H6-09;lotu corn corn;hl;4;;;H6;658;
H6-09;pers vivi;hl;2;;;H6;816; | Changed poly vivi To pers vivi 2012-11-27 18:46:56
H6-09;pote erec;hl;2;;;H6;837;
H6-09;ranu alpe;hl;2;;;H6;869;
H6-09;ranu mont;hl;3;;;H6;876;
H6-09;scab luci luci;hl;3;;;H6;964;
H6-09;sela sela;hl;2;;;H6;975;
H6-09;sene abro abro;hl;2;;;H6;976; | Changed sene abro To sene abro abro 2012-11-27 18:47:07
H6-09;sesl caer;hl;3;;;H6;986; | Changed sesl albi To sesl caer 2012-11-27 18:46:58
H6-09;sold alpi;hl;3;;;H6;1000;
H6-09;vacc myrt;hl;3;;;H6;1080;
H6-09;vacc viti;hl;2;;;H6;1082; | Changed vacc viti idae To vacc viti 2012-11-27 18:47:09
H6-09;viol bifl;hl;2;;;H6;1118;
H6-10;anth vuln alpi;hl;3;;;H6;96; | Changed anth vuln alpe To anth vuln alpi 2012-11-27 18:47:00
H6-10;bart alpi;hl;2;;;H6;143;
H6-10;bell mich;hl;3;;;H6;129; | Changed aste bell To bell mich 2012-11-27 18:47:03
H6-10;bisc laev laev;hl;3;;;H6;151;
H6-10;camp sche;hl;3;;;H6;187;
H6-10;care ferr;hl;5;;;H6;220;
H6-10;care semp semp;hl;7;;;H6;249; | Changed care semp To care semp semp 2012-11-27 18:46:57
H6-10;clin alpi alpi;hl;2;;;H6;173; | Changed cala alpi To clin alpi alpi 2012-11-27 18:47:01
H6-10;crep alpe;hl;2;;;H6;314;
H6-10;daph meze;hl;1;;;H6;345;
H6-10;fest pumi;hl;3;;;H6;444; | Changed fest quad To fest pumi 2012-11-27 18:47:09
H6-10;gent clus clus;hl;2;;;H6;475; | Changed gent clus To gent clus clus 2012-11-27 18:46:59
H6-10;heli numm glab;hl;3;;;H6;515;
H6-10;hera aust aust;hl;2;;;H6;521; | Changed hera aust To hera aust aust 2012-11-27 18:47:09
H6-10;hier vill;hl;3;;;H6;564;
H6-10;homo alpi;hl;3;;;H6;571;
H6-10;hupe sela;hl;2;;;H6;578;
H6-10;leon hisp hyos;hl;4;;;H6;631;
H6-10;lotu corn corn;hl;3;;;H6;658;
H6-10;luzu sylv sylv;hl;1;;;H6;669; | Changed luzu sylv To luzu sylv sylv 2012-11-27 18:47:05
H6-10;mute adon;hl;3;;;H6;638; | Changed ligu muta To mute adon 2012-11-27 18:47:08
H6-10;pers vivi;hl;3;;;H6;816; | Changed poly vivi To pers vivi 2012-11-27 18:46:56
H6-10;phyt orbi;hl;3;;;H6;770;
H6-10;pice abie;hl;1;;;H6;772;
H6-10;ping alpi;hl;2;;;H6;775;
H6-10;ranu mont;hl;3;;;H6;876;
H6-10;rhod cham;hl;4;;;H6;897;
H6-10;scab luci luci;hl;3;;;H6;964;
H6-10;sela sela;hl;3;;;H6;975;
H6-10;sene abro abro;hl;3;;;H6;976; | Changed sene abro To sene abro abro 2012-11-27 18:47:07
H6-10;sesl caer;hl;5;;;H6;986; | Changed sesl albi To sesl caer 2012-11-27 18:46:58
H6-10;sold alpi;hl;3;;;H6;1000;
H6-10;thym prae poly;hl;2;;;H6;1047;
H6-10;viol bifl;hl;3;;;H6;1118;
H7-01;agro alpi;hl;4;;;H7;23;
H7-01;andr cham;hl;3;;;H7;75;
H7-01;bell mich;hl;2;;;H7;129; | Changed aste bell To bell mich 2012-11-27 18:47:03
H7-01;bisc laev laev;hl;1;;;H7;151;
H7-01;camp sche;hl;2;;;H7;187;
H7-01;care atra;hl;2;;;H7;205;
H7-01;care capi;hl;3;;;H7;210;
H7-01;care firm;hl;4;;;H7;221;
H7-01;care orni;hl;3;;;H7;236;
H7-01;care semp semp;hl;3;;;H7;249; | Changed care semp To care semp semp 2012-11-27 18:46:57
H7-01;cham alpi;hl;2;;;H7;278;
H7-01;crep aure aure;hl;2;;;H7;315; | Changed crep aure To crep aure aure 2012-11-27 18:47:04
H7-01;drya octo;hl;3;;;H7;370;
H7-01;euph offi pict;hl;3;;;H7;425; | Changed euph pict To euph offi pict 2012-11-27 18:47:09
H7-01;fest pumi;hl;4;;;H7;444; | Changed fest quad To fest pumi 2012-11-27 18:47:09
H7-01;gali anis;hl;1;;;H7;458;
H7-01;gent clus clus;hl;1;;;H7;475; | Changed gent clus To gent clus clus 2012-11-27 18:46:59
H7-01;heli alpe;hl;3;;;H7;513;
H7-01;heli numm glab;hl;2;;;H7;515;
H7-01;hier vill;hl;3;voucher;106;H7;564;
H7-01;homo alpi;hl;3;;;H7;571;
H7-01;junc mona;hl;3;;;H7;599; | Changed junc trif mona To junc mona 2012-11-27 18:47:10
H7-01;luzu alpi na;hl;3;voucher;105;H7;660; | Changed luzu alpi To luzu alpi na 2012-11-27 18:47:10
H7-01;luzu glab;hl;2;;;H7;662;
H7-01;mute adon;hl;3;;;H7;638; | Changed ligu muta To mute adon 2012-11-27 18:47:08
H7-01;parn palu;hl;1;;;H7;748;
H7-01;pers vivi;hl;4;;;H7;816; | Changed poly vivi To pers vivi 2012-11-27 18:46:56
H7-01;poa alpi;hl;2;;;H7;789;
H7-01;poly cham;hl;3;;;H7;805;
H7-01;prim auri auri;hl;2;;;H7;841; | Changed prim auri To prim auri auri 2012-11-27 18:47:10
H7-01;prim mini;hl;4;;;H7;845;
H7-01;ranu alpe;hl;2;;;H7;869;
H7-01;sela sela;hl;3;;;H7;975;
H7-01;sesl caer;hl;3;;;H7;986; | Changed sesl albi To sesl caer 2012-11-27 18:46:58
H7-01;sile acau long;hl;5;;;H7;989;
H7-01;vacc viti;hl;3;;;H7;1082; | Changed vacc viti idae To vacc viti 2012-11-27 18:47:09
H7-01;vero aphy;hl;2;;;H7;1096;
H7-02;achi clav;hl;2;;;H7;5;
H7-02;agro alpi;hl;5;;;H7;23;
H7-02;andr cham;hl;4;;;H7;75;
H7-02;bell mich;hl;3;;;H7;129; | Changed aste bell To bell mich 2012-11-27 18:47:03
H7-02;bisc laev laev;hl;2;;;H7;151;
H7-02;camp sche;hl;3;;;H7;187;
H7-02;care capi;hl;4;voucher;104;H7;210;
H7-02;care firm;hl;5;;;H7;221;
H7-02;care orni;hl;3;;;H7;236;
H7-02;care semp semp;hl;4;;;H7;249; | Changed care semp To care semp semp 2012-11-27 18:46:57
H7-02;cham alpi;hl;2;voucher;99;H7;278;
H7-02;crep aure aure;hl;2;;;H7;315; | Changed crep aure To crep aure aure 2012-11-27 18:47:04
H7-02;drya octo;hl;3;;;H7;370;
H7-02;euph offi pict;hl;2;;;H7;425; | Changed euph pict To euph offi pict 2012-11-27 18:47:09
H7-02;fest pumi;hl;5;;;H7;444; | Changed fest quad To fest pumi 2012-11-27 18:47:09
H7-02;gali anis;hl;2;;;H7;458;
H7-02;gent clus clus;hl;1;;;H7;475; | Changed gent clus To gent clus clus 2012-11-27 18:46:59
H7-02;heli alpe;hl;4;;;H7;513;
H7-02;homo alpi;hl;3;;;H7;571;
H7-02;junc mona;hl;3;;;H7;599; | Changed junc trif mona To junc mona 2012-11-27 18:47:10
H7-02;mute adon;hl;2;;;H7;638; | Changed ligu muta To mute adon 2012-11-27 18:47:08
H7-02;parn palu;hl;2;;;H7;748;
H7-02;pedi rost tata;hl;2;;;H7;753; | Changed pedi roca To pedi rost tata 2012-11-27 18:47:09
H7-02;pers vivi;hl;3;;;H7;816; | Changed poly vivi To pers vivi 2012-11-27 18:46:56
H7-02;ping alpi;hl;1;;;H7;775;
H7-02;poa alpi;hl;2;;;H7;789;
H7-02;poly cham;hl;2;;;H7;805;
H7-02;prim mini;hl;4;;;H7;845;
H7-02;ranu alpe;hl;3;;;H7;869;
H7-02;sela sela;hl;3;;;H7;975;
H7-02;sesl caer;hl;3;;;H7;986; | Changed sesl albi To sesl caer 2012-11-27 18:46:58
H7-02;sile acau long;hl;4;;;H7;989;
H7-02;tofi caly;hl;3;;;H7;1051;
H7-02;vacc viti;hl;3;;;H7;1082; | Changed vacc viti idae To vacc viti 2012-11-27 18:47:09
H7-02;vale saxa;hl;2;;;H7;1086;
H7-02;vero aphy;hl;3;;;H7;1096;
H7-03;achi clav;hl;2;;;H7;5;
H7-03;agro alpi;hl;3;;;H7;23;
H7-03;andr cham;hl;3;;;H7;75;
H7-03;bell mich;hl;2;;;H7;129; | Changed aste bell To bell mich 2012-11-27 18:47:03
H7-03;bisc laev laev;hl;2;;;H7;151;
H7-03;camp alpi;hl;2;;;H7;179;
H7-03;camp sche;hl;2;;;H7;187;
H7-03;care firm;hl;5;;;H7;221;
H7-03;care orni;hl;3;;;H7;236;
H7-03;care orni elon;hl;2;voucher;107;H7;234;
H7-03;care semp semp;hl;7;;;H7;249; | Changed care semp To care semp semp 2012-11-27 18:46:57
H7-03;drya octo;hl;4;;;H7;370;
H7-03;fest pumi;hl;3;;;H7;444; | Changed fest quad To fest pumi 2012-11-27 18:47:09
H7-03;gent clus clus;hl;2;;;H7;475; | Changed gent clus To gent clus clus 2012-11-27 18:46:59
H7-03;gent vern vern;hl;1;;;H7;486;
H7-03;heli alpe;hl;2;;;H7;513;
H7-03;homo alpi;hl;3;;;H7;571;
H7-03;hupe sela;hl;3;;;H7;578;
H7-03;junc mona;hl;2;;;H7;599; | Changed junc trif mona To junc mona 2012-11-27 18:47:10
H7-03;pers vivi;hl;3;;;H7;816; | Changed poly vivi To pers vivi 2012-11-27 18:46:56
H7-03;phyt orbi;hl;2;;;H7;770;
H7-03;ping alpi;hl;2;;;H7;775;
H7-03;poly cham;hl;2;;;H7;805;
H7-03;prim mini;hl;3;;;H7;845;
H7-03;ranu alpe;hl;3;;;H7;869;
H7-03;rhod hirs;hl;3;;;H7;896;
H7-03;sela sela;hl;3;;;H7;975;
H7-03;sesl caer;hl;3;;;H7;986; | Changed sesl albi To sesl caer 2012-11-27 18:46:58
H7-03;sile acau long;hl;3;;;H7;989;
H7-03;tofi caly;hl;2;;;H7;1051;
H7-03;tofi pusi;hl;1;;;H7;1052;
H7-03;vacc viti;hl;3;;;H7;1082; | Changed vacc viti idae To vacc viti 2012-11-27 18:47:09
H7-04;achi clav;hl;2;;;H7;5;
H7-04;agro alpi;hl;5;;;H7;23;
H7-04;andr cham;hl;2;;;H7;75;
H7-04;bell mich;hl;3;;;H7;129; | Changed aste bell To bell mich 2012-11-27 18:47:03
H7-04;bisc laev laev;hl;2;;;H7;151;
H7-04;camp sche;hl;3;;;H7;187;
H7-04;care firm;hl;5;;;H7;221;
H7-04;care orni;hl;3;voucher;103;H7;236;
H7-04;care semp semp;hl;6;;;H7;249; | Changed care semp To care semp semp 2012-11-27 18:46:57
H7-04;crep aure aure;hl;2;;;H7;315; | Changed crep aure To crep aure aure 2012-11-27 18:47:04
H7-04;drya octo;hl;3;;;H7;370;
H7-04;euph offi pict;hl;2;;;H7;425; | Changed euph pict To euph offi pict 2012-11-27 18:47:09
H7-04;fest pumi;hl;4;;;H7;444; | Changed fest quad To fest pumi 2012-11-27 18:47:09
H7-04;gali anis;hl;2;;;H7;458;
H7-04;gent clus clus;hl;1;;;H7;475; | Changed gent clus To gent clus clus 2012-11-27 18:46:59
H7-04;heli alpe;hl;2;;;H7;513;
H7-04;heli numm glab;hl;3;;;H7;515;
H7-04;homo alpi;hl;2;;;H7;571;
H7-04;hupe sela;hl;1;;;H7;578;
H7-04;luzu glab;hl;1;;;H7;662;
H7-04;mute adon;hl;2;;;H7;638; | Changed ligu muta To mute adon 2012-11-27 18:47:08
H7-04;pedi rost tata;hl;3;;;H7;753; | Changed pedi roca To pedi rost tata 2012-11-27 18:47:09
H7-04;pers vivi;hl;3;;;H7;816; | Changed poly vivi To pers vivi 2012-11-27 18:46:56
H7-04;phyt orbi;hl;3;;;H7;770;
H7-04;prim mini;hl;3;;;H7;845;
H7-04;ranu alpe;hl;3;;;H7;869;
H7-04;ranu mont;hl;2;;;H7;876;
H7-04;sali retu;hl;3;;;H7;936;
H7-04;sela sela;hl;2;;;H7;975;
H7-04;sesl caer;hl;6;;;H7;986; | Changed sesl albi To sesl caer 2012-11-27 18:46:58
H7-04;sile acau long;hl;3;;;H7;989;
H7-04;sold alpi;hl;3;;;H7;1000;
H7-04;vacc viti;hl;2;;;H7;1082; | Changed vacc viti idae To vacc viti 2012-11-27 18:47:09
H7-04;vale saxa;hl;2;;;H7;1086;
H7-04;vero aphy;hl;2;;;H7;1096;
H7-05;achi atra;hl;2;;;H7;4;
H7-05;agro alpi;hl;2;;;H7;23;
H7-05;andr cham;hl;3;;;H7;75;
H7-05;anth vuln alpi;hl;3;;;H7;96; | Changed anth vuln alpe To anth vuln alpi 2012-11-27 18:47:00
H7-05;aspl viri;hl;1;;;H7;127;
H7-05;bart alpi;hl;2;;;H7;143;
H7-05;bell mich;hl;2;;;H7;129; | Changed aste bell To bell mich 2012-11-27 18:47:03
H7-05;camp alpi;hl;2;;;H7;179;
H7-05;camp sche;hl;1;;;H7;187;
H7-05;care capi;hl;2;;;H7;210;
H7-05;care firm;hl;3;;;H7;221;
H7-05;care orni;hl;3;;;H7;236;
H7-05;care semp semp;hl;7;;;H7;249; | Changed care semp To care semp semp 2012-11-27 18:46:57
H7-05;coel viri;hl;2;;;H7;300;
H7-05;drya octo;hl;4;;;H7;370;
H7-05;euph offi pict;hl;2;;;H7;425; | Changed euph pict To euph offi pict 2012-11-27 18:47:09
H7-05;fest pumi;hl;4;;;H7;444; | Changed fest quad To fest pumi 2012-11-27 18:47:09
H7-05;gali anis;hl;2;;;H7;458;
H7-05;homo alpi;hl;3;;;H7;571;
H7-05;junc mona;hl;2;;;H7;599; | Changed junc trif mona To junc mona 2012-11-27 18:47:10
H7-05;luzu glab;hl;2;;;H7;662;
H7-05;parn palu;hl;2;;;H7;748;
H7-05;pedi rost tata;hl;2;;;H7;753; | Changed pedi roca To pedi rost tata 2012-11-27 18:47:09
H7-05;pers vivi;hl;3;;;H7;816; | Changed poly vivi To pers vivi 2012-11-27 18:46:56
H7-05;ping alpi;hl;1;;;H7;775;
H7-05;poa alpi;hl;2;;;H7;789;
H7-05;poly cham;hl;2;;;H7;805;
H7-05;prim mini;hl;3;;;H7;845;
H7-05;ranu alpe;hl;3;;;H7;869;
H7-05;ranu mont;hl;2;;;H7;876;
H7-05;sela sela;hl;3;;;H7;975;
H7-05;sesl caer;hl;3;;;H7;986; | Changed sesl albi To sesl caer 2012-11-27 18:46:58
H7-05;sile acau long;hl;2;;;H7;989;
H7-05;thym prae poly;hl;2;;;H7;1047;
H7-05;tofi caly;hl;3;;;H7;1051;
H7-05;vacc viti;hl;3;;;H7;1082; | Changed vacc viti idae To vacc viti 2012-11-27 18:47:09
H7-05;vero aphy;hl;3;;;H7;1096;
H7-06;achi atra;hl;2;;;H7;4;
H7-06;achi clav;hl;2;;;H7;5;
H7-06;agro alpi;hl;4;;;H7;23;
H7-06;andr cham;hl;3;;;H7;75;
H7-06;bell mich;hl;3;;;H7;129; | Changed aste bell To bell mich 2012-11-27 18:47:03
H7-06;bisc laev laev;hl;3;;;H7;151;
H7-06;camp sche;hl;3;;;H7;187;
H7-06;care firm;hl;4;;;H7;221;
H7-06;care orni;hl;1;;;H7;236;
H7-06;care semp semp;hl;5;;;H7;249; | Changed care semp To care semp semp 2012-11-27 18:46:57
H7-06;crep aure aure;hl;2;;;H7;315; | Changed crep aure To crep aure aure 2012-11-27 18:47:04
H7-06;drya octo;hl;4;;;H7;370;
H7-06;euph offi pict;hl;2;;;H7;425; | Changed euph pict To euph offi pict 2012-11-27 18:47:09
H7-06;fest pumi;hl;5;;;H7;444; | Changed fest quad To fest pumi 2012-11-27 18:47:09
H7-06;gali anis;hl;2;;;H7;458;
H7-06;gent clus clus;hl;1;;;H7;475; | Changed gent clus To gent clus clus 2012-11-27 18:46:59
H7-06;heli numm glab;hl;3;;;H7;515;
H7-06;hier bifi;hl;1;;;H7;527;
H7-06;homo alpi;hl;2;;;H7;571;
H7-06;junc mona;hl;4;;;H7;599; | Changed junc trif mona To junc mona 2012-11-27 18:47:10
H7-06;leuc hall;hl;3;;;H7;284;
H7-06;luzu glab;hl;2;;;H7;662;
H7-06;mute adon;hl;3;;;H7;638; | Changed ligu muta To mute adon 2012-11-27 18:47:08
H7-06;myos alpe;hl;2;;;H7;712;
H7-06;parn palu;hl;2;;;H7;748;
H7-06;pers vivi;hl;3;;;H7;816; | Changed poly vivi To pers vivi 2012-11-27 18:46:56
H7-06;ranu alpe;hl;3;;;H7;869;
H7-06;ranu mont;hl;3;;;H7;876;
H7-06;sela sela;hl;3;;;H7;975;
H7-06;sesl caer;hl;4;;;H7;986; | Changed sesl albi To sesl caer 2012-11-27 18:46:58
H7-06;sile acau long;hl;4;;;H7;989;
H7-06;sold alpi;hl;3;;;H7;1000;
H7-06;vero aphy;hl;3;;;H7;1096;
H7-06;viol bifl;hl;2;;;H7;1118;
H7-07;agro alpi;hl;3;;;H7;23;
H7-07;andr cham;hl;3;;;H7;75;
H7-07;bart alpi;hl;2;;;H7;143;
H7-07;bell mich;hl;4;;;H7;129; | Changed aste bell To bell mich 2012-11-27 18:47:03
H7-07;bisc laev laev;hl;2;;;H7;151;
H7-07;camp sche;hl;2;;;H7;187;
H7-07;care capi;hl;2;;;H7;210;
H7-07;care firm;hl;3;;;H7;221;
H7-07;care orni;hl;2;;;H7;236;
H7-07;care semp semp;hl;8;;;H7;249; | Changed care semp To care semp semp 2012-11-27 18:46:57
H7-07;crep aure aure;hl;1;;;H7;315; | Changed crep aure To crep aure aure 2012-11-27 18:47:04
H7-07;drya octo;hl;2;;;H7;370;
H7-07;euph offi pict;hl;2;;;H7;425; | Changed euph pict To euph offi pict 2012-11-27 18:47:09
H7-07;fest pumi;hl;3;;;H7;444; | Changed fest quad To fest pumi 2012-11-27 18:47:09
H7-07;gali anis;hl;2;;;H7;458;
H7-07;gent clus clus;hl;1;;;H7;475; | Changed gent clus To gent clus clus 2012-11-27 18:46:59
H7-07;gent vern vern;hl;2;;;H7;486;
H7-07;heli alpe;hl;1;;;H7;513;
H7-07;heli numm glab;hl;3;;;H7;515;
H7-07;homo alpi;hl;3;;;H7;571;
H7-07;leon hisp hisp;hl;2;;;H7;630;
H7-07;lotu corn corn;hl;3;;;H7;658;
H7-07;luzu alpi na;hl;2;;;H7;660; | Changed luzu alpi To luzu alpi na 2012-11-27 18:47:10
H7-07;mute adon;hl;3;;;H7;638; | Changed ligu muta To mute adon 2012-11-27 18:47:08
H7-07;parn palu;hl;3;;;H7;748;
H7-07;pers vivi;hl;3;;;H7;816; | Changed poly vivi To pers vivi 2012-11-27 18:46:56
H7-07;phyt orbi;hl;2;;;H7;770;
H7-07;poa alpi;hl;1;;;H7;789;
H7-07;ranu alpe;hl;3;;;H7;869;
H7-07;ranu mont;hl;2;;;H7;876;
